tanggal,umkm_kategori,total_pengeluaran,jumlah_invoice,total_item,total_pemasukan,net_cash_flow,tahun,bulan,hari_ke_minggu,minggu_ke_tahun,is_weekend,is_peak_month,nama_hari,cashflow_kumulatif,cashflow_ma7,cashflow_ma30,income_lag7,income_lag30,cashflow_lag1,cashflow_lag7,split
2011-01-23,Jasa & Servis,633000,15,128,6551000,5918000,2011,1,6,3,1,1,Sunday,5182092000,13500857,7884233,0.0,18388000.0,27526000.0,-2822000.0,train
2011-01-24,Jasa & Servis,853000,26,369,21084000,20231000,2011,1,0,4,0,1,Monday,5202323000,15786000,7882933,5001000.0,20338000.0,5918000.0,4235000.0,train
2011-01-26,Jasa & Servis,307000,23,310,23039000,22732000,2011,1,2,4,0,1,Wednesday,5225055000,16325571,8550600,19172000.0,3379000.0,20231000.0,18955000.0,train
2011-01-27,Jasa & Servis,262000,30,568,29333000,29071000,2011,1,3,4,0,1,Thursday,5254126000,19704571,9348966,6882000.0,6022000.0,22732000.0,5418000.0,train
2011-01-28,Jasa & Servis,39000,21,825,23040000,23001000,2011,1,4,4,0,1,Friday,5277127000,19583714,10160800,24523000.0,0.0,29071000.0,23847000.0,train
2011-01-29,Jasa & Servis,1436000,0,0,0,-1436000,2011,1,5,4,1,1,Saturday,5275691000,18149000,10139000,9957000.0,0.0,23001000.0,8607000.0,train
2011-01-30,Jasa & Servis,960000,11,136,4263000,3303000,2011,1,6,4,1,1,Sunday,5278994000,14688571,10265900,28521000.0,0.0,-1436000.0,27526000.0,train
2011-01-31,Jasa & Servis,244000,24,502,17499000,17255000,2011,1,0,5,0,1,Monday,5296249000,16308142,10862933,6551000.0,0.0,3303000.0,5918000.0,train
2011-02-01,Jasa & Servis,2732000,31,560,21995000,19263000,2011,2,1,5,0,1,Tuesday,5315512000,16169857,11514233,21084000.0,0.0,17255000.0,20231000.0,train
2011-02-03,Jasa & Servis,76000,18,113,10574000,10498000,2011,2,3,5,0,1,Thursday,5326010000,14422142,11892533,23039000.0,0.0,19263000.0,22732000.0,train
2011-02-04,Jasa & Servis,568000,24,648,18528000,17960000,2011,2,4,5,0,1,Friday,5343970000,12834857,12514133,29333000.0,0.0,10498000.0,29071000.0,train
2011-02-06,Jasa & Servis,774000,4,21,1735000,961000,2011,2,6,5,1,1,Sunday,5344931000,9686285,12576900,23040000.0,0.0,17960000.0,23001000.0,train
2011-02-07,Jasa & Servis,780000,18,266,14989000,14209000,2011,2,0,6,0,1,Monday,5359140000,11921285,13178766,0.0,0.0,961000.0,-1436000.0,train
2011-02-08,Jasa & Servis,821000,15,212,9512000,8691000,2011,2,1,6,0,1,Tuesday,5367831000,12691000,13488700,4263000.0,0.0,14209000.0,3303000.0,train
2011-02-10,Jasa & Servis,1068000,18,641,16768000,15700000,2011,2,3,6,0,1,Thursday,5383531000,12468857,13691133,17499000.0,10235000.0,8691000.0,17255000.0,train
2011-02-12,Jasa & Servis,1601000,0,0,0,-1601000,2011,2,5,6,1,1,Saturday,5381930000,9488285,13125000,21995000.0,16259000.0,15700000.0,19263000.0,train
2011-02-14,Jasa & Servis,772000,18,370,22365000,21593000,2011,2,0,7,0,1,Monday,5403523000,11073285,12899533,10574000.0,29099000.0,-1601000.0,10498000.0,train
2011-02-15,Jasa & Servis,1500000,30,555,16945000,15445000,2011,2,1,7,0,1,Tuesday,5418968000,10714000,12947766,18528000.0,14952000.0,21593000.0,17960000.0,train
2011-02-16,Jasa & Servis,869000,30,869,18045000,17176000,2011,2,2,7,0,1,Wednesday,5436144000,13030428,13553833,1735000.0,0.0,15445000.0,961000.0,train
2011-02-17,Jasa & Servis,1018000,26,238,9803000,8785000,2011,2,3,7,0,1,Thursday,5444929000,12255571,13441966,14989000.0,12552000.0,17176000.0,14209000.0,train
2011-02-18,Jasa & Servis,46000,20,429,13046000,13000000,2011,2,4,7,0,1,Friday,5457929000,12871142,13398033,9512000.0,15651000.0,8785000.0,8691000.0,train
2011-02-19,Jasa & Servis,233000,0,0,0,-233000,2011,2,5,7,1,1,Saturday,5457696000,10595000,12836533,16768000.0,17789000.0,13000000.0,15700000.0,train
2011-02-20,Jasa & Servis,1025000,15,202,8572000,7547000,2011,2,6,7,1,1,Sunday,5465243000,11901857,12494500,0.0,18473000.0,-233000.0,-1601000.0,train
2011-02-22,Jasa & Servis,827000,28,783,31688000,30861000,2011,2,1,8,0,1,Tuesday,5496104000,13225857,13617266,22365000.0,0.0,7547000.0,21593000.0,train
2011-02-24,Jasa & Servis,253000,29,523,30832000,30579000,2011,2,3,8,0,1,Thursday,5526683000,15387857,14495400,16945000.0,5001000.0,30861000.0,15445000.0,train
2011-02-25,Jasa & Servis,118000,21,323,11111000,10993000,2011,2,4,8,0,1,Friday,5537676000,14504571,14230000,18045000.0,19172000.0,30579000.0,17176000.0,train
2011-02-26,Jasa & Servis,923000,0,0,0,-923000,2011,2,5,8,1,1,Saturday,5536753000,13117714,14018633,9803000.0,6882000.0,10993000.0,8785000.0,train
2011-02-27,Jasa & Servis,1069000,19,338,10625000,9556000,2011,2,6,8,1,1,Sunday,5546309000,12625714,13542266,13046000.0,24523000.0,-923000.0,13000000.0,train
2011-02-28,Jasa & Servis,1142000,26,316,17402000,16260000,2011,2,0,9,0,1,Monday,5562569000,14981857,13797366,0.0,9957000.0,9556000.0,-233000.0,train
2011-03-01,Jasa & Servis,3567000,25,398,17607000,14040000,2011,3,1,9,0,0,Tuesday,5576609000,15909428,13347833,8572000.0,28521000.0,16260000.0,7547000.0,train
2011-03-04,Jasa & Servis,746000,21,389,11499000,10753000,2011,3,4,9,0,0,Friday,5587362000,13036857,13509000,31688000.0,6551000.0,14040000.0,30861000.0,train
2011-03-06,Jasa & Servis,803000,16,187,8155000,7352000,2011,3,6,9,1,0,Sunday,5594714000,9718714,13079700,30832000.0,21084000.0,10753000.0,30579000.0,train
2011-03-07,Jasa & Servis,623000,33,1671,44871000,44248000,2011,3,0,10,0,0,Monday,5638962000,14469428,13796900,11111000.0,23039000.0,7352000.0,10993000.0,train
2011-03-08,Jasa & Servis,172000,29,597,20191000,20019000,2011,3,1,10,0,0,Tuesday,5658981000,17461142,13495166,0.0,29333000.0,44248000.0,-923000.0,train
2011-03-09,Jasa & Servis,1004000,25,490,20346000,19342000,2011,3,2,10,0,0,Wednesday,5678323000,18859142,13373200,10625000.0,23040000.0,20019000.0,9556000.0,train
2011-03-10,Jasa & Servis,689000,26,490,20152000,19463000,2011,3,3,10,0,0,Thursday,5697786000,19316714,14069833,17402000.0,0.0,19342000.0,16260000.0,train
2011-03-12,Jasa & Servis,172000,0,0,0,-172000,2011,3,5,10,1,0,Saturday,5697614000,17286428,13954000,17607000.0,4263000.0,19463000.0,14040000.0,train
2011-03-13,Jasa & Servis,725000,14,284,8727000,8002000,2011,3,6,10,1,0,Sunday,5705616000,16893428,13645566,11499000.0,17499000.0,-172000.0,10753000.0,train
2011-03-14,Jasa & Servis,1056000,30,1519,40098000,39042000,2011,3,0,11,0,0,Monday,5744658000,21420571,14304866,8155000.0,21995000.0,8002000.0,7352000.0,train
2011-03-15,Jasa & Servis,2235000,25,404,13238000,11003000,2011,3,1,11,0,0,Tuesday,5755661000,16671285,14321700,44871000.0,10574000.0,39042000.0,44248000.0,train
2011-03-17,Jasa & Servis,136000,28,664,24870000,24734000,2011,3,3,11,0,0,Thursday,5780395000,17344857,14547500,20191000.0,18528000.0,11003000.0,20019000.0,train
2011-03-18,Jasa & Servis,1135000,26,490,20280000,19145000,2011,3,4,11,0,0,Friday,5799540000,17316714,15153633,20346000.0,1735000.0,24734000.0,19342000.0,train
2011-03-19,Jasa & Servis,571000,0,0,0,-571000,2011,3,5,11,1,0,Saturday,5798969000,14454714,14660966,20152000.0,14989000.0,19145000.0,19463000.0,train
2011-03-20,Jasa & Servis,226000,23,379,12207000,11981000,2011,3,6,11,1,0,Sunday,5810950000,16190857,14770633,0.0,9512000.0,-571000.0,-172000.0,train
2011-03-21,Jasa & Servis,868000,26,318,11812000,10944000,2011,3,0,12,0,0,Monday,5821894000,16611142,14612100,8727000.0,16768000.0,11981000.0,8002000.0,train
2011-03-23,Jasa & Servis,745000,30,381,19757000,19012000,2011,3,2,12,0,0,Wednesday,5840906000,13749714,15299200,40098000.0,0.0,10944000.0,39042000.0,train
2011-03-25,Jasa & Servis,766000,26,419,18408000,17642000,2011,3,4,12,0,0,Friday,5858548000,14698142,15167500,13238000.0,22365000.0,19012000.0,11003000.0,train
2011-03-28,Jasa & Servis,730000,34,364,16447000,15717000,2011,3,0,13,0,0,Monday,5874265000,13410000,15176566,24870000.0,16945000.0,17642000.0,24734000.0,train
2011-03-29,Jasa & Servis,771000,35,1056,41040000,40269000,2011,3,1,13,0,0,Tuesday,5914534000,16427714,15946333,20280000.0,18045000.0,15717000.0,19145000.0,train
2011-03-30,Jasa & Servis,931000,34,404,14064000,13133000,2011,3,2,13,0,0,Wednesday,5927667000,18385428,16091266,0.0,9803000.0,40269000.0,-571000.0,train
2011-03-31,Jasa & Servis,222000,32,474,20753000,20531000,2011,3,3,13,0,0,Thursday,5948198000,19606857,16342300,12207000.0,13046000.0,13133000.0,11981000.0,train
2011-04-01,Jasa & Servis,2647000,33,423,18114000,15467000,2011,4,4,13,0,0,Friday,5963665000,20253000,16865633,11812000.0,0.0,20531000.0,10944000.0,train
2011-04-02,Jasa & Servis,183000,0,0,0,-183000,2011,4,5,13,1,0,Saturday,5963482000,17510857,16607966,19757000.0,8572000.0,15467000.0,19012000.0,train
2011-04-03,Jasa & Servis,762000,13,196,6423000,5661000,2011,4,6,13,1,0,Sunday,5969143000,15799285,15767966,18408000.0,31688000.0,-183000.0,17642000.0,train
2011-04-04,Jasa & Servis,637000,28,702,21049000,20412000,2011,4,0,14,0,0,Monday,5989555000,16470000,15429066,16447000.0,30832000.0,5661000.0,15717000.0,train
2011-04-05,Jasa & Servis,887000,27,1013,34415000,33528000,2011,4,1,14,0,0,Tuesday,6023083000,15507000,16180233,41040000.0,11111000.0,20412000.0,40269000.0,train
2011-04-10,Jasa & Servis,190000,19,144,10830000,10640000,2011,4,6,14,1,0,Sunday,6033723000,15150857,16565666,14064000.0,0.0,33528000.0,13133000.0,train
2011-04-11,Jasa & Servis,242000,28,299,15291000,15049000,2011,4,0,15,0,0,Monday,6048772000,14367714,16748766,20753000.0,10625000.0,10640000.0,20531000.0,train
2011-04-14,Jasa & Servis,176000,35,887,34954000,34778000,2011,4,3,15,0,0,Thursday,6083550000,17126428,17366033,18114000.0,17402000.0,15049000.0,15467000.0,train
2011-04-15,Jasa & Servis,1500000,33,330,30649000,29149000,2011,4,4,15,0,0,Friday,6112699000,21316714,17869666,0.0,17607000.0,34778000.0,-183000.0,train
2011-04-16,Jasa & Servis,242000,0,0,0,-242000,2011,4,5,15,1,0,Saturday,6112457000,20473428,17503166,6423000.0,11499000.0,29149000.0,5661000.0,train
2011-04-17,Jasa & Servis,825000,21,217,9309000,8484000,2011,4,6,15,1,0,Sunday,6120941000,18769428,17540900,21049000.0,8155000.0,-242000.0,20412000.0,train
2011-04-18,Jasa & Servis,151000,41,1082,32713000,32562000,2011,4,0,16,0,0,Monday,6153503000,18631428,17151366,34415000.0,44871000.0,8484000.0,33528000.0,train
2011-04-19,Jasa & Servis,568000,32,598,19949000,19381000,2011,4,1,16,0,0,Tuesday,6172884000,19880142,17130100,10830000.0,20191000.0,32562000.0,10640000.0,train
2011-04-20,Jasa & Servis,809000,30,1453,40813000,40004000,2011,4,2,16,0,0,Wednesday,6212888000,23445142,17818833,15291000.0,20346000.0,19381000.0,15049000.0,train
2011-04-21,Jasa & Servis,1008000,39,677,31545000,30537000,2011,4,3,16,0,0,Thursday,6243425000,22839285,18187966,34954000.0,20152000.0,40004000.0,34778000.0,train
2011-04-22,Jasa & Servis,58000,0,0,0,-58000,2011,4,4,16,0,0,Friday,6243367000,18666857,18191766,30649000.0,0.0,30537000.0,29149000.0,train
2011-04-24,Jasa & Servis,863000,0,0,0,-863000,2011,4,6,16,1,0,Sunday,6242504000,18578142,17896266,0.0,8727000.0,-58000.0,-242000.0,train
2011-04-25,Jasa & Servis,686000,0,0,0,-686000,2011,4,0,17,0,0,Monday,6241818000,17268142,16572000,9309000.0,40098000.0,-863000.0,8484000.0,train
2011-04-26,Jasa & Servis,122000,40,515,31429000,31307000,2011,4,1,17,0,0,Tuesday,6273125000,17088857,17248800,32713000.0,13238000.0,-686000.0,32562000.0,train
2011-04-28,Jasa & Servis,135000,27,544,23620000,23485000,2011,4,3,17,0,0,Thursday,6296610000,17675142,17207166,19949000.0,24870000.0,31307000.0,19381000.0,train
2011-05-01,Jasa & Servis,3199000,11,122,3566000,367000,2011,5,6,17,1,0,Sunday,6296977000,12012714,16581233,40813000.0,20280000.0,23485000.0,40004000.0,train
2011-05-06,Jasa & Servis,776000,31,486,27527000,26751000,2011,5,4,18,0,0,Friday,6323728000,11471857,17491966,31545000.0,0.0,367000.0,30537000.0,train
2011-05-07,Jasa & Servis,51000,0,0,0,-51000,2011,5,5,18,1,0,Saturday,6323677000,11472857,17090900,0.0,12207000.0,26751000.0,-58000.0,train
2009-12-01,Toko Pakaian,4234000,66,2202,55043000,50809000,2009,12,1,49,0,1,Tuesday,50809000,50809000,50809000,,,,,train
2009-12-03,Toko Pakaian,423000,55,3447,103466000,103043000,2009,12,3,49,0,1,Thursday,153852000,76926000,76926000,,,50809000.0,,train
2009-12-04,Toko Pakaian,80000,49,2564,66034000,65954000,2009,12,4,49,0,1,Friday,219806000,73268666,73268666,,,103043000.0,,train
2009-12-05,Toko Pakaian,71000,12,376,10417000,10346000,2009,12,5,49,1,1,Saturday,230152000,57538000,57538000,,,65954000.0,,train
2009-12-06,Toko Pakaian,3363000,45,773,21658000,18295000,2009,12,6,49,1,1,Sunday,248447000,49689400,49689400,,,10346000.0,,train
2009-12-08,Toko Pakaian,2889000,45,2139,49502000,46613000,2009,12,1,50,0,1,Tuesday,295060000,49176666,49176666,,,18295000.0,,train
2009-12-09,Toko Pakaian,4335000,45,2093,48913000,44578000,2009,12,2,50,0,1,Wednesday,339638000,48519714,48519714,,,46613000.0,,train
2009-12-10,Toko Pakaian,4076000,45,2160,52735000,48659000,2009,12,3,50,0,1,Thursday,388297000,48212571,48537125,55043000.0,,44578000.0,50809000.0,train
2009-12-11,Toko Pakaian,3400000,40,3935,59858000,56458000,2009,12,4,50,0,1,Friday,444755000,41557571,49417222,103466000.0,,48659000.0,103043000.0,train
2009-12-12,Toko Pakaian,4072000,0,0,0,-4072000,2009,12,5,50,1,1,Saturday,440683000,31553857,44068300,66034000.0,,56458000.0,65954000.0,train
2009-12-15,Toko Pakaian,6307000,45,3183,71094000,64787000,2009,12,1,51,0,1,Tuesday,505470000,39331142,45951818,10417000.0,,-4072000.0,10346000.0,train
2009-12-16,Toko Pakaian,4259000,51,2713,57647000,53388000,2009,12,2,51,0,1,Wednesday,558858000,44344428,46571500,21658000.0,,64787000.0,18295000.0,train
2009-12-19,Toko Pakaian,411000,0,0,0,-411000,2009,12,5,51,1,1,Saturday,558447000,37626714,42957461,49502000.0,,53388000.0,46613000.0,train
2009-12-20,Toko Pakaian,37000,16,481,13116000,13079000,2009,12,6,51,1,1,Sunday,571526000,33126857,40823285,48913000.0,,-411000.0,44578000.0,train
2009-12-21,Toko Pakaian,141000,17,700,13825000,13684000,2009,12,0,52,0,1,Monday,585210000,28130428,39014000,52735000.0,,13079000.0,48659000.0,train
2009-12-22,Toko Pakaian,3765000,26,1427,18118000,14353000,2009,12,1,52,0,1,Tuesday,599563000,22115428,37472687,59858000.0,,13684000.0,56458000.0,train
2009-12-26,Toko Pakaian,4022000,0,0,0,-4022000,2009,12,5,52,1,1,Saturday,595541000,22122571,35031823,0.0,,14353000.0,-4072000.0,train
2009-12-27,Toko Pakaian,2737000,0,0,0,-2737000,2009,12,6,52,1,1,Sunday,592804000,12476285,32933555,71094000.0,,-4022000.0,64787000.0,train
2009-12-28,Toko Pakaian,3824000,0,0,0,-3824000,2009,12,0,53,0,1,Monday,588980000,4303142,30998947,57647000.0,,-2737000.0,53388000.0,train
2009-12-29,Toko Pakaian,242000,0,0,0,-242000,2009,12,1,53,0,1,Tuesday,588738000,4327285,29436900,0.0,,-3824000.0,-411000.0,train
2009-12-30,Toko Pakaian,2298000,0,0,0,-2298000,2009,12,2,53,0,1,Wednesday,586440000,2130571,27925714,13116000.0,,-242000.0,13079000.0,train
2010-01-01,Toko Pakaian,7696000,0,0,0,-7696000,2010,1,4,53,0,1,Friday,578744000,-923714,26306545,13825000.0,,-2298000.0,13684000.0,train
2010-01-02,Toko Pakaian,3474000,0,0,0,-3474000,2010,1,5,53,1,1,Saturday,575270000,-3470428,25011739,18118000.0,,-7696000.0,14353000.0,train
2010-01-03,Toko Pakaian,76000,0,0,0,-76000,2010,1,6,53,1,1,Sunday,575194000,-2906714,23966416,0.0,,-3474000.0,-4022000.0,train
2010-01-04,Toko Pakaian,3490000,19,1371,25715000,22225000,2010,1,0,1,0,1,Monday,597419000,659285,23896760,0.0,,-76000.0,-2737000.0,train
2010-01-05,Toko Pakaian,191000,23,1112,18820000,18629000,2010,1,1,1,0,1,Tuesday,616048000,3866857,23694153,0.0,,22225000.0,-3824000.0,train
2010-01-06,Toko Pakaian,2884000,7,516,11509000,8625000,2010,1,2,1,0,1,Wednesday,624673000,5133571,23136037,0.0,,18629000.0,-242000.0,train
2010-01-08,Toko Pakaian,2565000,14,920,17977000,15412000,2010,1,4,1,0,1,Friday,640085000,7663571,22860178,0.0,,8625000.0,-2298000.0,train
2010-01-09,Toko Pakaian,275000,0,0,0,-275000,2010,1,5,1,1,1,Saturday,639810000,8723714,22062413,0.0,,15412000.0,-7696000.0,train
2010-01-10,Toko Pakaian,4650000,18,1108,31560000,26910000,2010,1,6,1,1,1,Sunday,666720000,13064285,22224000,0.0,,-275000.0,-3474000.0,train
2010-01-11,Toko Pakaian,3259000,32,2622,68238000,64979000,2010,1,0,2,0,1,Monday,731699000,22357857,22696333,0.0,55043000.0,26910000.0,-76000.0,train
2010-01-12,Toko Pakaian,4896000,21,1288,38708000,33812000,2010,1,1,2,0,1,Tuesday,765511000,24013142,20388633,25715000.0,103466000.0,64979000.0,22225000.0,train
2010-01-13,Toko Pakaian,3528000,18,1789,43655000,40127000,2010,1,2,2,0,1,Wednesday,805638000,27084285,19527733,18820000.0,66034000.0,33812000.0,18629000.0,train
2010-01-14,Toko Pakaian,2954000,34,2300,60252000,57298000,2010,1,3,2,0,1,Thursday,862936000,34037571,21092800,11509000.0,10417000.0,40127000.0,8625000.0,train
2010-01-15,Toko Pakaian,6946000,24,972,25056000,18110000,2010,1,4,2,0,1,Friday,881046000,34423000,21086633,17977000.0,21658000.0,57298000.0,15412000.0,train
2010-01-16,Toko Pakaian,247000,0,0,0,-247000,2010,1,5,2,1,1,Saturday,880799000,34427000,19524633,0.0,49502000.0,18110000.0,-275000.0,train
2010-01-17,Toko Pakaian,4299000,29,1096,26987000,22688000,2010,1,6,2,1,1,Sunday,903487000,33823857,18794966,31560000.0,48913000.0,-247000.0,26910000.0,train
2010-01-18,Toko Pakaian,3900000,25,874,22526000,18626000,2010,1,0,3,0,1,Monday,922113000,27202000,17793866,68238000.0,52735000.0,22688000.0,64979000.0,train
2010-01-19,Toko Pakaian,3475000,30,1932,50265000,46790000,2010,1,1,3,0,1,Tuesday,968903000,29056000,17471600,38708000.0,59858000.0,18626000.0,33812000.0,train
2010-01-20,Toko Pakaian,3775000,22,873,20216000,16441000,2010,1,2,3,0,1,Wednesday,985344000,25672285,18155366,43655000.0,0.0,46790000.0,40127000.0,train
2010-01-21,Toko Pakaian,3401000,22,1073,26664000,23263000,2010,1,3,3,0,1,Thursday,1008607000,20810142,16771233,60252000.0,71094000.0,16441000.0,57298000.0,train
2010-01-26,Toko Pakaian,3463000,34,4390,101450000,97987000,2010,1,1,4,0,1,Tuesday,1106594000,32221142,18257866,25056000.0,57647000.0,23263000.0,18110000.0,train
2010-01-27,Toko Pakaian,3728000,33,1468,35461000,31733000,2010,1,2,4,0,1,Wednesday,1138327000,36789714,19329333,0.0,0.0,97987000.0,-247000.0,train
2010-01-28,Toko Pakaian,94000,32,1125,28331000,28237000,2010,1,3,4,0,1,Thursday,1166564000,37582428,19834600,26987000.0,13116000.0,31733000.0,22688000.0,train
2010-01-29,Toko Pakaian,54000,21,1656,38598000,38544000,2010,1,4,4,0,1,Friday,1205108000,40427857,20663266,22526000.0,13825000.0,28237000.0,18626000.0,train
2010-01-30,Toko Pakaian,179000,0,0,0,-179000,2010,1,5,4,1,1,Saturday,1204929000,33718000,20178866,50265000.0,18118000.0,38544000.0,46790000.0,train
2010-01-31,Toko Pakaian,62000,29,938,23006000,22944000,2010,1,6,4,1,1,Sunday,1227873000,34647000,21077733,20216000.0,0.0,-179000.0,16441000.0,train
2010-02-01,Toko Pakaian,4259000,34,858,23505000,19246000,2010,2,0,5,0,1,Monday,1247119000,34073142,21810500,26664000.0,0.0,22944000.0,23263000.0,train
2010-02-03,Toko Pakaian,75000,29,1281,33009000,32934000,2010,2,2,5,0,1,Wednesday,1280053000,24779857,23035766,101450000.0,0.0,19246000.0,97987000.0,train
2010-02-04,Toko Pakaian,3769000,30,1167,30131000,26362000,2010,2,3,5,0,1,Thursday,1306415000,24012571,23922566,35461000.0,0.0,32934000.0,31733000.0,train
2010-02-05,Toko Pakaian,64000,21,1979,38825000,38761000,2010,2,4,5,0,1,Friday,1345176000,25516000,25291200,28331000.0,0.0,26362000.0,28237000.0,train
2010-02-06,Toko Pakaian,174000,0,0,0,-174000,2010,2,5,5,1,1,Saturday,1345002000,19984857,25541933,38598000.0,0.0,38761000.0,38544000.0,train
2010-02-07,Toko Pakaian,425000,19,1253,24997000,24572000,2010,2,6,5,1,1,Sunday,1369574000,23520714,26476800,0.0,0.0,-174000.0,-179000.0,train
2010-02-09,Toko Pakaian,3074000,36,1840,44543000,41469000,2010,2,1,6,0,1,Tuesday,1411043000,26167142,27861633,23006000.0,0.0,24572000.0,22944000.0,train
2010-02-12,Toko Pakaian,71000,23,724,18488000,18417000,2010,2,4,6,0,1,Friday,1429460000,26048714,27734700,23505000.0,25715000.0,41469000.0,19246000.0,train
2010-02-15,Toko Pakaian,5372000,25,12618,117332000,111960000,2010,2,0,7,0,1,Monday,1541420000,37338142,30845733,33009000.0,18820000.0,18417000.0,32934000.0,train
2010-02-16,Toko Pakaian,99000,32,1370,35991000,35892000,2010,2,1,7,0,1,Tuesday,1577312000,38699571,31754633,30131000.0,11509000.0,111960000.0,26362000.0,train
2010-02-17,Toko Pakaian,4832000,25,1047,24456000,19624000,2010,2,2,7,0,1,Wednesday,1596936000,35965714,31895033,38825000.0,17977000.0,35892000.0,38761000.0,train
2010-02-18,Toko Pakaian,62000,37,2901,73369000,73307000,2010,2,3,7,0,1,Thursday,1670243000,46463000,34347766,0.0,0.0,19624000.0,-174000.0,train
2010-02-19,Toko Pakaian,4589000,32,1271,35450000,30861000,2010,2,4,7,0,1,Friday,1701104000,47361428,34479466,24997000.0,31560000.0,73307000.0,24572000.0,train
2010-02-20,Toko Pakaian,5132000,0,0,0,-5132000,2010,2,5,7,1,1,Saturday,1695972000,40704142,32142433,44543000.0,68238000.0,30861000.0,41469000.0,train
2010-02-21,Toko Pakaian,4138000,24,505,15312000,11174000,2010,2,6,7,1,1,Sunday,1707146000,39669428,31387833,18488000.0,38708000.0,-5132000.0,18417000.0,train
2010-02-22,Toko Pakaian,3715000,26,1434,36157000,32442000,2010,2,0,8,0,1,Monday,1739588000,28309714,31131666,117332000.0,43655000.0,11174000.0,111960000.0,train
2010-02-24,Toko Pakaian,717000,38,2139,48579000,47862000,2010,2,2,8,0,1,Wednesday,1787450000,30019714,30817133,35991000.0,60252000.0,32442000.0,35892000.0,train
2010-02-25,Toko Pakaian,4897000,38,3658,87387000,82490000,2010,2,3,8,0,1,Thursday,1869940000,39000571,32963133,24456000.0,25056000.0,47862000.0,19624000.0,train
2010-02-26,Toko Pakaian,3017000,27,1302,35736000,32719000,2010,2,4,8,0,1,Friday,1902659000,33202285,34062000,73369000.0,0.0,82490000.0,73307000.0,train
2010-03-01,Toko Pakaian,4191000,31,1243,42233000,38042000,2010,3,0,9,0,0,Monday,1940701000,34228142,34573800,35450000.0,26987000.0,32719000.0,30861000.0,train
2010-03-02,Toko Pakaian,2667000,29,833,25919000,23252000,2010,3,1,9,0,0,Tuesday,1963953000,38283000,34728000,0.0,22526000.0,38042000.0,-5132000.0,train
2010-03-04,Toko Pakaian,3709000,45,2085,53951000,50242000,2010,3,3,9,0,0,Thursday,2014195000,43864142,34843066,15312000.0,50265000.0,23252000.0,11174000.0,train
2010-03-05,Toko Pakaian,4501000,47,4094,74176000,69675000,2010,3,4,9,0,0,Friday,2083870000,49183142,36617533,36157000.0,20216000.0,50242000.0,32442000.0,train
2010-03-06,Toko Pakaian,3104000,0,0,0,-3104000,2010,3,5,9,1,0,Saturday,2080766000,41902285,35738633,48579000.0,26664000.0,69675000.0,47862000.0,train
2010-03-07,Toko Pakaian,45000,27,733,19978000,19933000,2010,3,6,9,1,0,Sunday,2100699000,32965571,33136833,87387000.0,101450000.0,-3104000.0,82490000.0,train
2010-03-08,Toko Pakaian,45000,35,1882,48546000,48501000,2010,3,0,10,0,0,Monday,2149200000,35220142,33695766,35736000.0,35461000.0,19933000.0,32719000.0,train
2010-03-09,Toko Pakaian,3634000,31,1853,46046000,42412000,2010,3,1,10,0,0,Tuesday,2191612000,35844428,34168266,42233000.0,28331000.0,48501000.0,38042000.0,train
2010-03-10,Toko Pakaian,241000,35,1444,40746000,40505000,2010,3,2,10,0,0,Wednesday,2232117000,38309142,34233633,25919000.0,38598000.0,42412000.0,23252000.0,train
2010-03-11,Toko Pakaian,164000,22,877,23945000,23781000,2010,3,3,10,0,0,Thursday,2255898000,34529000,35032300,53951000.0,0.0,40505000.0,50242000.0,train
2010-03-12,Toko Pakaian,3483000,19,988,22725000,19242000,2010,3,4,10,0,0,Friday,2275140000,27324285,34908900,74176000.0,23006000.0,23781000.0,69675000.0,train
2010-03-13,Toko Pakaian,3255000,0,0,0,-3255000,2010,3,5,10,1,0,Saturday,2271885000,27302714,34158866,0.0,23505000.0,19242000.0,-3104000.0,train
2010-03-15,Toko Pakaian,1800000,30,1486,39285000,37485000,2010,3,0,11,0,0,Monday,2309370000,29810142,34310566,19978000.0,33009000.0,-3255000.0,19933000.0,train
2010-03-17,Toko Pakaian,87000,36,1663,38887000,38800000,2010,3,2,11,0,0,Wednesday,2348170000,28424285,34725166,48546000.0,30131000.0,37485000.0,48501000.0,train
2010-03-18,Toko Pakaian,294000,42,1914,47048000,46754000,2010,3,3,11,0,0,Thursday,2394924000,29044571,34991600,46046000.0,38825000.0,38800000.0,42412000.0,train
2010-03-19,Toko Pakaian,3737000,29,1623,37154000,33417000,2010,3,4,11,0,0,Friday,2428341000,28032000,36111300,40746000.0,0.0,46754000.0,40505000.0,train
2010-03-22,Toko Pakaian,2369000,35,1165,30081000,27712000,2010,3,0,12,0,0,Monday,2456053000,28593571,36215966,23945000.0,24997000.0,33417000.0,23781000.0,train
2010-03-24,Toko Pakaian,277000,30,1964,46033000,45756000,2010,3,2,12,0,0,Wednesday,2501809000,32381285,36358866,22725000.0,44543000.0,27712000.0,19242000.0,train
2010-03-26,Toko Pakaian,2928000,33,2263,49512000,46584000,2010,3,4,12,0,0,Friday,2548393000,39501142,37297766,0.0,18488000.0,45756000.0,-3255000.0,train
2010-03-28,Toko Pakaian,3896000,42,1227,31700000,27804000,2010,3,6,12,1,0,Sunday,2576197000,38118142,34492566,39285000.0,117332000.0,46584000.0,37485000.0,train
